[2026-07-16 18:54:27] [INFO    ] discord.client: logging in using static token
[2026-07-16 19:12:13] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784243533280, 'seq_ack': 21}}.
[2026-07-16 19:12:13] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784243533280}}
[2026-07-16 19:12:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 85, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-07-16T23:12:31.413000+00:00', 'pinned': False, 'nonce': '1527451644965421056', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1423010114117308417', '1520530725441503395', '1297670901608874024', '1475616459920118033', '1297672348237037598'], 'premium_since': None, 'pending': False, 'nick': 'Loki', 'mute': False, 'joined_at': '2026-03-09T19:56:31.165000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1527452905664155648', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'nossa', 'components': [], 'channel_type': 0, 'channel_id': '1297670154687352945', 'author': {'username': 'catzim', 'public_flags': 128, 'primary_guild': None, 'id': '521756702907957268', 'global_name': 'Loki', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1377377712028516443', 'palette': 'violet', 'label': 'COLLECTIBLES_NAMEPLATES_V2_SPIRIT_MOON_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v2/spirit_moon/'}}, 'clan': None, 'avatar_decoration_data': None, 'avatar': '075ef53ffdb194e8f4153f0ae40bc39b'}, 'attachments': [], 'guild_id': '1297670153969860680'}}
[2026-07-16 19:12:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:12:17] [DEBUG   ] discord.client: Dispatching event message
[2026-07-16 19:12:18] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784243538299, 'seq_ack': 21}.
[2026-07-16 19:12:18] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784243538299, 'seq_ack': 21}}.
[2026-07-16 19:12:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 86, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-07-16T23:12:32.253000+00:00', 'pinned': False, 'nonce': '1527451648996147200', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1423010114117308417', '1520530725441503395', '1297670901608874024', '1475616459920118033', '1297672348237037598'], 'premium_since': None, 'pending': False, 'nick': 'Loki', 'mute': False, 'joined_at': '2026-03-09T19:56:31.165000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1527452909187366984', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'desculpa', 'components': [], 'channel_type': 0, 'channel_id': '1297670154687352945', 'author': {'username': 'catzim', 'public_flags': 128, 'primary_guild': None, 'id': '521756702907957268', 'global_name': 'Loki', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1377377712028516443', 'palette': 'violet', 'label': 'COLLECTIBLES_NAMEPLATES_V2_SPIRIT_MOON_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v2/spirit_moon/'}}, 'clan': None, 'avatar_decoration_data': None, 'avatar': '075ef53ffdb194e8f4153f0ae40bc39b'}, 'attachments': [], 'guild_id': '1297670153969860680'}}
[2026-07-16 19:12:18] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:12:18] [DEBUG   ] discord.client: Dispatching event message
[2026-07-16 19:12:18] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784243538299}}
[2026-07-16 19:12:23] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784243543312, 'seq_ack': 21}.
[2026-07-16 19:12:23] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784243543312, 'seq_ack': 21}}.
[2026-07-16 19:12:23] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784243543312}}
[2026-07-16 19:12:23] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 86.
[2026-07-16 19:12:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-07-16 19:12:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 87, 'op': 0, 'd': {'user_id': '521756702907957268', 'timestamp': 1784243559, 'member': {'user': {'username': 'catzim', 'public_flags': 128, 'primary_guild': None, 'id': '521756702907957268', 'global_name': 'Loki', 'display_name_styles': None, 'display_name': 'Loki', 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1377377712028516443', 'palette': 'violet', 'label': 'COLLECTIBLES_NAMEPLATES_V2_SPIRIT_MOON_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v2/spirit_moon/'}}, 'bot': False, 'avatar_decoration_data': None, 'avatar': '075ef53ffdb194e8f4153f0ae40bc39b'}, 'roles': ['1423010114117308417', '1520530725441503395', '1297670901608874024', '1475616459920118033', '1297672348237037598'], 'premium_since': None, 'pending': False, 'nick': 'Loki', 'mute': False, 'joined_at': '2026-03-09T19:56:31.165000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1297670154687352945', 'guild_id': '1297670153969860680'}}
[2026-07-16 19:12:25] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:12:25] [DEBUG   ] discord.client: Dispatching event typing
[2026-07-16 19:12:25] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-07-16 19:12:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 88, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-07-16T23:12:41.927000+00:00', 'pinned': False, 'nonce': '1527451689202745344', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1423010114117308417', '1520530725441503395', '1297670901608874024', '1475616459920118033', '1297672348237037598'], 'premium_since': None, 'pending': False, 'nick': 'Loki', 'mute': False, 'joined_at': '2026-03-09T19:56:31.165000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1527452949763064010', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'hoje eu to tentando ser legal', 'components': [], 'channel_type': 0, 'channel_id': '1297670154687352945', 'author': {'username': 'catzim', 'public_flags': 128, 'primary_guild': None, 'id': '521756702907957268', 'global_name': 'Loki', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1377377712028516443', 'palette': 'violet', 'label': 'COLLECTIBLES_NAMEPLATES_V2_SPIRIT_MOON_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v2/spirit_moon/'}}, 'clan': None, 'avatar_decoration_data': None, 'avatar': '075ef53ffdb194e8f4153f0ae40bc39b'}, 'attachments': [], 'guild_id': '1297670153969860680'}}
[2026-07-16 19:12:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:12:27] [DEBUG   ] discord.client: Dispatching event message
[2026-07-16 19:12:28] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784243548322, 'seq_ack': 21}.
[2026-07-16 19:12:28] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784243548322, 'seq_ack': 21}}.
[2026-07-16 19:12:28] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784243548322}}
[2026-07-16 19:12:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 89, 'op': 0, 'd': {'user_id': '521756702907957268', 'timestamp': 1784243565, 'member': {'user': {'username': 'catzim', 'public_flags': 128, 'primary_guild': None, 'id': '521756702907957268', 'global_name': 'Loki', 'display_name_styles': None, 'display_name': 'Loki', 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1377377712028516443', 'palette': 'violet', 'label': 'COLLECTIBLES_NAMEPLATES_V2_SPIRIT_MOON_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v2/spirit_moon/'}}, 'bot': False, 'avatar_decoration_data': None, 'avatar': '075ef53ffdb194e8f4153f0ae40bc39b'}, 'roles': ['1423010114117308417', '1520530725441503395', '1297670901608874024', '1475616459920118033', '1297672348237037598'], 'premium_since': None, 'pending': False, 'nick': 'Loki', 'mute': False, 'joined_at': '2026-03-09T19:56:31.165000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1297670154687352945', 'guild_id': '1297670153969860680'}}
[2026-07-16 19:12:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:12:31] [DEBUG   ] discord.client: Dispatching event typing
[2026-07-16 19:12:31] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-07-16 19:12:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 90, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-07-16T23:12:45.705000+00:00', 'pinned': False, 'nonce': '1527451705061408768', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1423010114117308417', '1520530725441503395', '1297670901608874024', '1475616459920118033', '1297672348237037598'], 'premium_since': None, 'pending': False, 'nick': 'Loki', 'mute': False, 'joined_at': '2026-03-09T19:56:31.165000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1527452965609148427', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'e vcs falam isso', 'components': [], 'channel_type': 0, 'channel_id': '1297670154687352945', 'author': {'username': 'catzim', 'public_flags': 128, 'primary_guild': None, 'id': '521756702907957268', 'global_name': 'Loki', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1377377712028516443', 'palette': 'violet', 'label': 'COLLECTIBLES_NAMEPLATES_V2_SPIRIT_MOON_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v2/spirit_moon/'}}, 'clan': None, 'avatar_decoration_data': None, 'avatar': '075ef53ffdb194e8f4153f0ae40bc39b'}, 'attachments': [], 'guild_id': '1297670153969860680'}}
[2026-07-16 19:12:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:12:31] [DEBUG   ] discord.client: Dispatching event message
[2026-07-16 19:12:33] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784243553347, 'seq_ack': 21}.
[2026-07-16 19:12:33] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784243553347, 'seq_ack': 21}}.
[2026-07-16 19:12:33] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784243553347}}
[2026-07-16 19:12:33] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 91, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-07-16T23:12:47.749000+00:00', 'pinned': False, 'nonce': '1527451713454211072', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1423010114117308417', '1520530725441503395', '1297670901608874024', '1475616459920118033', '1297672348237037598'], 'premium_since': None, 'pending': False, 'nick': 'Loki', 'mute': False, 'joined_at': '2026-03-09T19:56:31.165000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1527452974182432848', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'tudo bem', 'components': [], 'channel_type': 0, 'channel_id': '1297670154687352945', 'author': {'username': 'catzim', 'public_flags': 128, 'primary_guild': None, 'id': '521756702907957268', 'global_name': 'Loki', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1377377712028516443', 'palette': 'violet', 'label': 'COLLECTIBLES_NAMEPLATES_V2_SPIRIT_MOON_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v2/spirit_moon/'}}, 'clan': None, 'avatar_decoration_data': None, 'avatar': '075ef53ffdb194e8f4153f0ae40bc39b'}, 'attachments': [], 'guild_id': '1297670153969860680'}}
[2026-07-16 19:12:33] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:12:33] [DEBUG   ] discord.client: Dispatching event message
[2026-07-16 19:12:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 92, 'op': 0, 'd': {'user_id': '521756702907957268', 'timestamp': 1784243570, 'member': {'user': {'username': 'catzim', 'public_flags': 128, 'primary_guild': None, 'id': '521756702907957268', 'global_name': 'Loki', 'display_name_styles': None, 'display_name': 'Loki', 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1377377712028516443', 'palette': 'violet', 'label': 'COLLECTIBLES_NAMEPLATES_V2_SPIRIT_MOON_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v2/spirit_moon/'}}, 'bot': False, 'avatar_decoration_data': None, 'avatar': '075ef53ffdb194e8f4153f0ae40bc39b'}, 'roles': ['1423010114117308417', '1520530725441503395', '1297670901608874024', '1475616459920118033', '1297672348237037598'], 'premium_since': None, 'pending': False, 'nick': 'Loki', 'mute': False, 'joined_at': '2026-03-09T19:56:31.165000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1297670154687352945', 'guild_id': '1297670153969860680'}}
[2026-07-16 19:12:36] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:12:36] [DEBUG   ] discord.client: Dispatching event typing
[2026-07-16 19:12:36] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-07-16 19:12:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 93, 'op': 0, 'd': {'user_id': '857417131423825930', 'timestamp': 1784243570, 'member': {'user': {'username': 'megatronxstarscream', 'public_flags': 0, 'primary_guild': {'tag': 'P-09', 'identity_guild_id': '1297670153969860680', 'identity_enabled': True, 'badge': '79366e8660935912726217b413fcc19b'}, 'id': '857417131423825930', 'global_name': 'starscream... ong hear me OUT 👅', 'display_name_styles': None, 'display_name': 'starscream... ong hear me OUT 👅', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'a7cbb17414e9bedfcc12c0a8a4b1e782'}, 'roles': ['1423010114117308417', '1424320040127168563', '1424320639493341235', '1525986390536622231', '1429293820134031370', '1525985481710501949'], 'premium_since': None, 'pending': False, 'nick': 'elita-1 ismy wife trust', 'mute': False, 'joined_at': '2025-09-27T03:15:05.583000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1297670154687352945', 'guild_id': '1297670153969860680'}}
[2026-07-16 19:12:36] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:12:36] [DEBUG   ] discord.client: Dispatching event typing
[2026-07-16 19:12:36] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-07-16 19:12:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 94, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-07-16T23:12:50.440000+00:00', 'pinned': False, 'nonce': '1527451724841746432', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1423010114117308417', '1520530725441503395', '1297670901608874024', '1475616459920118033', '1297672348237037598'], 'premium_since': None, 'pending': False, 'nick': 'Loki', 'mute': False, 'joined_at': '2026-03-09T19:56:31.165000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1527452985469304913', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'nao tem problema', 'components': [], 'channel_type': 0, 'channel_id': '1297670154687352945', 'author': {'username': 'catzim', 'public_flags': 128, 'primary_guild': None, 'id': '521756702907957268', 'global_name': 'Loki', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1377377712028516443', 'palette': 'violet', 'label': 'COLLECTIBLES_NAMEPLATES_V2_SPIRIT_MOON_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v2/spirit_moon/'}}, 'clan': None, 'avatar_decoration_data': None, 'avatar': '075ef53ffdb194e8f4153f0ae40bc39b'}, 'attachments': [], 'guild_id': '1297670153969860680'}}
[2026-07-16 19:12:36] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:12:36] [DEBUG   ] discord.client: Dispatching event message
[2026-07-16 19:12:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 95, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-07-16T23:12:50.556000+00:00', 'pinned': False, 'nonce': '1527452976526917632', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1423010114117308417', '1424320040127168563', '1424320639493341235', '1525986390536622231', '1429293820134031370', '1525985481710501949'], 'premium_since': None, 'pending': False, 'nick': 'elita-1 ismy wife trust', 'mute': False, 'joined_at': '2025-09-27T03:15:05.583000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1527452985955717172', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'vc e legal', 'components': [], 'channel_type': 0, 'channel_id': '1297670154687352945', 'author': {'username': 'megatronxstarscream', 'public_flags': 0, 'primary_guild': {'tag': 'P-09', 'identity_guild_id': '1297670153969860680', 'identity_enabled': True, 'badge': '79366e8660935912726217b413fcc19b'}, 'id': '857417131423825930', 'global_name': 'starscream... ong hear me OUT 👅', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'P-09', 'identity_guild_id': '1297670153969860680', 'identity_enabled': True, 'badge': '79366e8660935912726217b413fcc19b'}, 'avatar_decoration_data': None, 'avatar': 'a7cbb17414e9bedfcc12c0a8a4b1e782'}, 'attachments': [], 'guild_id': '1297670153969860680'}}
[2026-07-16 19:12:36] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:12:36] [DEBUG   ] discord.client: Dispatching event message
[2026-07-16 19:12:38] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784243558356, 'seq_ack': 21}.
[2026-07-16 19:12:38] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784243558356, 'seq_ack': 21}}.
[2026-07-16 19:12:38] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784243558356}}
[2026-07-16 19:12:43] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784243563367, 'seq_ack': 21}.
[2026-07-16 19:12:43] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784243563367, 'seq_ack': 21}}.
[2026-07-16 19:12:43] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784243563367}}
[2026-07-16 19:12:48] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784243568378, 'seq_ack': 21}.
[2026-07-16 19:12:48] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784243568378, 'seq_ack': 21}}.
[2026-07-16 19:12:48] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784243568378}}
[2026-07-16 19:12:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 96, 'op': 0, 'd': {'user_id': '521756702907957268', 'timestamp': 1784243583, 'member': {'user': {'username': 'catzim', 'public_flags': 128, 'primary_guild': None, 'id': '521756702907957268', 'global_name': 'Loki', 'display_name_styles': None, 'display_name': 'Loki', 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1377377712028516443', 'palette': 'violet', 'label': 'COLLECTIBLES_NAMEPLATES_V2_SPIRIT_MOON_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v2/spirit_moon/'}}, 'bot': False, 'avatar_decoration_data': None, 'avatar': '075ef53ffdb194e8f4153f0ae40bc39b'}, 'roles': ['1423010114117308417', '1520530725441503395', '1297670901608874024', '1475616459920118033', '1297672348237037598'], 'premium_since': None, 'pending': False, 'nick': 'Loki', 'mute': False, 'joined_at': '2026-03-09T19:56:31.165000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1297670154687352945', 'guild_id': '1297670153969860680'}}
[2026-07-16 19:12:49] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:12:49] [DEBUG   ] discord.client: Dispatching event typing
[2026-07-16 19:12:49] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-07-16 19:12:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 97, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-07-16T23:13:04.239000+00:00', 'pinned': False, 'nonce': '1527451782748307456', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1423010114117308417', '1520530725441503395', '1297670901608874024', '1475616459920118033', '1297672348237037598'], 'premium_since': None, 'pending': False, 'nick': 'Loki', 'mute': False, 'joined_at': '2026-03-09T19:56:31.165000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1527453043346378894', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'ey ti higabdi de cream', 'components': [], 'channel_type': 0, 'channel_id': '1297670154687352945', 'author': {'username': 'catzim', 'public_flags': 128, 'primary_guild': None, 'id': '521756702907957268', 'global_name': 'Loki', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1377377712028516443', 'palette': 'violet', 'label': 'COLLECTIBLES_NAMEPLATES_V2_SPIRIT_MOON_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v2/spirit_moon/'}}, 'clan': None, 'avatar_decoration_data': None, 'avatar': '075ef53ffdb194e8f4153f0ae40bc39b'}, 'attachments': [], 'guild_id': '1297670153969860680'}}
[2026-07-16 19:12:50] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:12:50] [DEBUG   ] discord.client: Dispatching event message
[2026-07-16 19:12:53] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784243573386, 'seq_ack': 21}.
[2026-07-16 19:12:53] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784243573386, 'seq_ack': 21}}.
[2026-07-16 19:12:53] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784243573386}}
[2026-07-16 19:12:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 98, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-07-16T23:13:07.615000+00:00', 'pinned': False, 'nonce': '1527451796627259392', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1423010114117308417', '1520530725441503395', '1297670901608874024', '1475616459920118033', '1297672348237037598'], 'premium_since': None, 'pending': False, 'nick': 'Loki', 'mute': False, 'joined_at': '2026-03-09T19:56:31.165000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1527453057506349118', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'pra tenta juada', 'components': [], 'channel_type': 0, 'channel_id': '1297670154687352945', 'author': {'username': 'catzim', 'public_flags': 128, 'primary_guild': None, 'id': '521756702907957268', 'global_name': 'Loki', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1377377712028516443', 'palette': 'violet', 'label': 'COLLECTIBLES_NAMEPLATES_V2_SPIRIT_MOON_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v2/spirit_moon/'}}, 'clan': None, 'avatar_decoration_data': None, 'avatar': '075ef53ffdb194e8f4153f0ae40bc39b'}, 'attachments': [], 'guild_id': '1297670153969860680'}}
[2026-07-16 19:12:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 19:12:53] [DEBUG   ] discord.client: Dispatching event message
[2026-07-16 19:12:58] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784243578399, 'seq_ack': 21}.
[2026-07-16 19:12:58] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784243578399, 'seq_ack': 21}}.
[2026-07-16 19:12:58] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784243578399}}
[2026-07-16 19:13:03] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784243583414, 'seq_ack': 21}.
[2026-07-16 19:13:03] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784243583414, 'seq_ack': 21}}.
[2026-07-16 19:13:03] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784243583414}}
[2026-07-16 19:13:05] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 98.
[2026-07-16 19:13:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-07-16 19:13:08] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784243588427, 'seq_ack': 21}.
[2026-07-16 19:13:08] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784243588427, 'seq_ack': 21}}.
[2026-07-16 19:13:08] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784243588427}}
[2026-07-16 19:13:13] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784243593446, 'seq_ack': 21}.
[2026-07-16 19:13:13] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784243593446, 'seq_ack': 21}}.
[2026-07-16 19:13:13] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784243593446}}
[2026-07-16 19:13:18] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784243598465, 'seq_ack': 21}.
[2026-07-16 19:13:18] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784243598465, 'seq_ack': 21}}.
[2026-07-16 19:13:18] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784243598465}}
